category,product_type,japanese,english,publisher,year,product_code
fighting-fantasy,gamebook,フリーウェイの戦,Freeway Fighter,Shakaishisosha,1986,
fighting-fantasy,gamebook,恐怖の神殿,Temple of Terror,Shakaishisosha,1987,
fighting-fantasy,gamebook,宇宙の連邦捜査官,The Rings of Kether,Shakaishisosha,1987,
fighting-fantasy,gamebook,海賊船バンシー号,Seas of Blood,Shakaishisosha,1987,
fighting-fantasy,gamebook,サイボーグを倒せ,Appointment with F.E.A.R.,Shakaishisosha,1987,
fighting-fantasy,gamebook,電脳破壊作戦,Rebel Planet,Shakaishisosha,1987,
fighting-fantasy,gamebook,深海の悪魔,Demons of the Deep,Shakaishisosha,1987,
fighting-fantasy,gamebook,サムライの剣,Sword of the Samurai,Shakaishisosha,1987,
fighting-fantasy,gamebook,迷宮探険競技,Trial of Champions,Shakaishisosha,1987,
fighting-fantasy,gamebook,ロボット コマンドゥ,Robot Commando,Shakaishisosha,1987,
fighting-fantasy,gamebook,仮面の破壊者,Masks of Mayhem,Shakaishisosha,1987,
fighting-fantasy,gamebook,モンスター誕生,Creature of Havoc,Shakaishisosha,1988,
fighting-fantasy,gamebook,ナイトメアキャッスル,Beneath Nightmare Castle,Shakaishisosha,1988,
fighting-fantasy,gamebook,甦る妖術使い,Crypt of the Sorcerer,Shakaishisosha,1988,
fighting-fantasy,gamebook,スターストライダー,Star Strider,Shakaishisosha,1988,
fighting-fantasy,gamebook,恐怖の幻影,Phantoms of Fear,Shakaishisosha,1989,
fighting-fantasy,gamebook,真夜中の盗賊,Midnight Rogue,Shakaishisosha,1989,
fighting-fantasy,gamebook,悪霊の洞窟,Chasms of Malice,Shakaishisosha,1989,
fighting-fantasy,gamebook,最後の戦士,Battleblade Warrior,Shakaishisosha,1989,
fighting-fantasy,gamebook,奈落の帝王,Slaves of the Abyss,Shakaishisosha,1990,
fighting-fantasy,gamebook,天空要塞アーロック,Sky Lord,Shakaishisosha,1991,
foreigner,box set,フォーリナー,Foreigner,Hobby Japan,1987,No. 136
foreigner,box set,魔法都市,Magic & City,Hobby Japan,,No. 136-1
fortune-quest,rulebook,フォーチュン・クエスト・コンパニオン,Fortune Quest Companion,Kadokawa Shoten,1991,
fortune-quest,rulebook,フォーチュン・クエストRPG,Fortune Quest RPG,Media Works,1995,
fortune-quest,replay,新フォーチュン・クエスト リプレイ(1) 霧の谷のキノコ,New Fortune Quest Replay 1: Mist Valley Mushroom,Media Works,1997,G-2-1
fortune-quest,replay,新フォーチュン・クエストリプレイ (2) 鐘の音の響くとき,New Fortune Quest Replay 2: When the Bell Sounds,Media Works,1997,
fortune-quest,replay,新フォーチュン・クエストリプレイ (3) 人形たちの踊る夜,New Fortune Quest Replay 3: Night of the Dancing Dolls,Media Works,1998,
fortune-quest,replay,新フォーチュン・クエスト リプレイ(4) 雪狼と氷の娘,New Fortune Quest Replay 4: Snow Wolf and Ice Girl,Media Works,1999,
fortune-quest,replay,新フォーチュン・クエスト リプレイ(5) 青い海のたからもの,New Fortune Quest Replay 5: Blue Sea Treasure,Media Works,1999,
fortune-quest,replay,新フォーチュン・クエストリプレイ〈6〉はためいわくな夢,New Fortune Quest Replay 6: Fluttering Dream,Media Works,2002,
fortune-quest,box set,フォーチュン・クエストRPG,Fortune Quest RPG,Chara-Ani,2005,
game-graphix,periodical,Game Graphix Vol. 1,Game Graphix Vol. 1,Dainihonkaiga,1986,
game-graphix,periodical,Game Graphix Vol. 2,Game Graphix Vol. 2,Dainihonkaiga,1986,
game-graphix,periodical,Game Graphix Vol. 3,Game Graphix Vol. 3,Dainihonkaiga,1986,
game-graphix,periodical,Game Graphix Vol. 4,Game Graphix Vol. 4,Dainihonkaiga,1986,
game-graphix,periodical,Game Graphix Vol. 5,Game Graphix Vol. 5,Dainihonkaiga,1987,
game-graphix,periodical,Game Graphix Vol. 6,Game Graphix Vol. 6,Dainihonkaiga,1987,
game-graphix,periodical,Game Graphix Vol. 7,Game Graphix Vol. 7,Dainihonkaiga,1987,
game-graphix,periodical,Game Graphix Vol. 8,Game Graphix Vol. 8,Dainihonkaiga,1987,
game-graphix,periodical,Game Graphix Vol. 9,Game Graphix Vol. 9,Dainihonkaiga,1987,
game-graphix,periodical,Game Graphix Vol. 10,Game Graphix Vol. 10,Dainihonkaiga,1987,
game-graphix,periodical,Game Graphix Vol. 11,Game Graphix Vol. 11,Dainihonkaiga,1988,
game-graphix,periodical,Game Graphix Vol. 12,Game Graphix Vol. 12,Dainihonkaiga,1988,
game-graphix,periodical,Game Graphix Vol. 13,Game Graphix Vol. 13,Dainihonkaiga,1988,
game-graphix,periodical,Game Graphix Vol. 14,Game Graphix Vol. 14,Dainihonkaiga,1988,
game-graphix,periodical,Game Graphix Vol. 15,Game Graphix Vol. 15,Dainihonkaiga,1988,
game-graphix,periodical,Game Graphix Vol. 16,Game Graphix Vol. 16,Dainihonkaiga,1988,
game-graphix,periodical,Game Graphix Vol. 17,Game Graphix Vol. 17,Dainihonkaiga,1989,
game-graphix,periodical,Game Graphix Vol. 18,Game Graphix Vol. 18,Dainihonkaiga,1989,
game-graphix,periodical,Game Graphix Vol. 19,Game Graphix Vol. 19,Dainihonkaiga,1989,
game-graphix,periodical,Game Graphix Vol. 20,Game Graphix Vol. 20,Dainihonkaiga,1989,
game-graphix,periodical,Game Graphix Vol. 21,Game Graphix Vol. 21,Dainihonkaiga,1989,
game-graphix,periodical,Game Graphix Vol. 22,Game Graphix Vol. 22,Dainihonkaiga,1989,
game-graphix,periodical,Game Graphix Vol. 23,Game Graphix Vol. 23,Dainihonkaiga,1990,
game-graphix,periodical,Game Graphix Vol. 24,Game Graphix Vol. 24,Dainihonkaiga,1990,
game-graphix,periodical,Game Graphix Vol. 25,Game Graphix Vol. 25,Dainihonkaiga,1990,
game-graphix,periodical,Game Graphix Vol. 26,Game Graphix Vol. 26,Dainihonkaiga,1990,
game-graphix,periodical,Game Graphix Vol. 27,Game Graphix Vol. 27,Dainihonkaiga,1990,
game-graphix,periodical,Game Graphix Vol. 28,Game Graphix Vol. 28,Dainihonkaiga,1990,
game-graphix,periodical,Game Graphix Vol. 29,Game Graphix Vol. 29,Dainihonkaiga,1991,
game-graphix,periodical,Game Graphix Vol. 30,Game Graphix Vol. 30,Dainihonkaiga,1991,
gamers-field,periodical,ゲーマーズ・フィールド 1996 10,Gamers Field 1996 10,Game Field,1996,
gamers-field,periodical,ゲーマーズ・フィールド 1997 1,Gamers Field 1997 1,Game Field,1997,
gamers-field,periodical,ゲーマーズ・フィールド 1997 2,Gamers Field 1997 2,Game Field,1997,
gamers-field,periodical,ゲーマーズ・フィールド 1997 4,Gamers Field 1997 4,Game Field,1997,
gamers-field,periodical,ゲーマーズ・フィールド 1997 6,Gamers Field 1997 6,Game Field,1997,
gamers-field,periodical,ゲーマーズ・フィールド 1997 8,Gamers Field 1997 8,Game Field,1997,
gamers-field,periodical,ゲーマーズ・フィールド 1997 10,Gamers Field 1997 10,Game Field,1997,
gamers-field,periodical,ゲーマーズ・フィールド 1997 12,Gamers Field 1997 12,Game Field,1997,
gamers-field,periodical,ゲーマーズ・フィールド 1998 2,Gamers Field 1998 2,Game Field,1998,
gamers-field,periodical,ゲーマーズ・フィールド 1998 4,Gamers Field 1998 4,Game Field,1998,
gamers-field,periodical,ゲーマーズ・フィールド 1998 6,Gamers Field 1998 6,Game Field,1998,
gamers-field,periodical,ゲーマーズ・フィールド 1998 8,Gamers Field 1998 8,Game Field,1998,
gamers-field,periodical,ゲーマーズ・フィールド 1998 10,Gamers Field 1998 10,Game Field,1998,
gamers-field,periodical,ゲーマーズ・フィールド 1998 12,Gamers Field 1998 12,Game Field,1998,
gamers-field,periodical,ゲーマーズ・フィールド 1999 2,Gamers Field 1999 2,Game Field,1999,
gamers-field,periodical,ゲーマーズ・フィールド 1999 4,Gamers Field 1999 4,Game Field,1999,
gamers-field,periodical,ゲーマーズ・フィールド 1999 6,Gamers Field 1999 6,Game Field,1999,
gamers-field,periodical,ゲーマーズ・フィールド 1999 8,Gamers Field 1999 8,Game Field,1999,
gamers-field,periodical,ゲーマーズ・フィールド 4th Season Vol. 1,Gamers Field 4th Season Vol. 1,Game Field,1999,
gamers-field,periodical,ゲーマーズ・フィールド 4th Season Vol. 2,Gamers Field 4th Season Vol. 2,Game Field,1999,
gamers-field,periodical,ゲーマーズ・フィールド 4th Season Vol. 3,Gamers Field 4th Season Vol. 3,Game Field,2000,
gamers-field,periodical,ゲーマーズ・フィールド 4th Season Vol. 4,Gamers Field 4th Season Vol. 4,Game Field,2000,
gamers-field,periodical,ゲーマーズ・フィールド 4th Season Vol. 5,Gamers Field 4th Season Vol. 5,Game Field,2000,
gamers-field,periodical,ゲーマーズ・フィールド 4th Season Vol. 6,Gamers Field 4th Season Vol. 6,Game Field,2000,
gamers-field,periodical,ゲーマーズ・フィールド 5th Season Vol. 1,Gamers Field 5th Season Vol. 1,Game Field,2000,
gamers-field,periodical,ゲーマーズ・フィールド 5th Season Vol. 2,Gamers Field 5th Season Vol. 2,Game Field,2000,
gamers-field,periodical,ゲーマーズ・フィールド 5th Season Vol. 3,Gamers Field 5th Season Vol. 3,Game Field,2001,
gamers-field,periodical,ゲーマーズ・フィールド 5th Season Vol. 4,Gamers Field 5th Season Vol. 4,Game Field,2001,
gamers-field,periodical,ゲーマーズ・フィールド 5th Season Vol. 5,Gamers Field 5th Season Vol. 5,Game Field,2001,
gamers-field,periodical,ゲーマーズ・フィールド 5th Season Vol. 6,Gamers Field 5th Season Vol. 6,Game Field,2001,
gary-gygax,supplement,ロールプレイング・ゲームの達人,Role Playing Mastery,Shakaishisosha,1989,
gary-gygax,supplement,実践 ゲームマスターの達人,Maser of the Game,Shakaishisosha,1990,
gear-antique,box set,ギア・アンティーク,Gear Antique,Tsukuda Hobby,1991,
gear-antique,box set,ギア・アンティーク・アート・アルケミー,Gear Antique: Art Alchemy,Tsukuda Hobby,1992,
gear-antique,box set,ギア・アンティーク・スチーム・パレード,Gear Antique: Steam Parade,Tsukuda Hobby,1993,
gear-antique,rulebook,ギア・アンティーク〜ルネッサンス〜,Gear Antique Renaissance,Game Field,1999,
gear-antique,supplement,ギア・アンティーク〜ルネッサンス〜　ログブックパック,Gear Antique Renaissance: Log Book Pack,Game Field,1999,
gear-antique,supplement,ギア・アンティーク〜ルネッサンス〜・エンドレス・エナジー,Gear Antique Renaissance: Endless Energy,Game Field,2000,
gear-antique,supplement,ギア・アンティーク〜ルネッサンス〜・エンドレス・エナジー・ログブックパック,Gear Antique Renassiance: Endless Energy: Log Book Pack,Game Field,2000,
ghost-hunter,rulebook,ゴーストハンターRPG,Ghosthunter RPG,ASCII,1994,
ghost-hunter,scenario,月光のクリスタル,Moonlight Crystal,ASCII,1994,
ghost-hunter,rulebook,ゴーストハンターRPG02,Ghosthunter RPG 02,Yellow Submarine,2002,
ghost-hunter,supplement,モーガン・レポート,Morgan Report,Arclight,2003,
ghost-hunter,supplement,ワールド・ミステリー・ツアー,World Mystery Tour,Yellow Submarine,2003,
gundam-dainihonkaiga,rulebook,ガンダムセンチネルRPG,Gundam Sentinel RPG,,1990,
gundam-dainihonkaiga,rulebook,ガンダム：００７９ ＲＰＧ,Gundam 0079 RPG,,1991,
gurps,rulebook,ガープス・ベーシック―汎用RPGルールブック,GURPS Basic: General Purpose RPG Rulebook,Kadokawa Shoten,1992,614-1
gurps,supplement,ガープス・マジック―汎用RPG呪文ガイド,GURPS Magic: General Purpose RPG Spell Guide,Kadokawa Shoten,1993,614-2
gurps,supplement,ガープス・ルナル,GURPS Runal,Kadokawa Shoten,1992,614-20
gurps,scenario,ガープス・ルナル・アドベンチャー 鬼面都市の冒険,GURPS Runal Adventure: Demon Plane City,Kadokawa Shoten,1993,614-21
gurps,rulebook,ガープス・ベーシック―汎用RPGルールブック,GURPS Basic: General Purpose RPG Rulebook,Kadokawa Shoten,1992,880-1
gurps,supplement,ガープス・マスタースクリーン,GURPS Master Screen,Kadokawa Shoten,1993,
gurps,supplement,ガープス・マジック―汎用RPG呪文ガイド,GURPS Magic: General Purpose RPG Spell Guide,Kadokawa Shoten,1993,880-2
gurps,replay,ガープスがよくわかる本,GURPS Understand Well Book,Kadokawa Shoten,1994,880-3
gurps,supplement,ガープス・マーシャルアーツ―汎用RPG格闘技ガイド,GURPS Martial Arts: General Purpose RPG Martial Arts Guide,Kadokawa Shoten,1994,880-4
gurps,supplement,ガープス・サイオニクス―汎用RPG超能力ガイド,GURPS Psionics: General Purpose RPG ESP Guide,Kadokawa Shoten,1995,880-5
gurps,supplement,ガープス・サイバーパンク―汎用RPGハイパーテクノロジーガイド,GURPS Cyberpunk: General Purpose RPG Hyper Technology Guide,Kadokawa Shoten,1996,880-6
gurps,supplement,ガープス・ルナル,GURPS Runal,Kadokawa Shoten,1992,881-1
gurps,scenario,ガープス・ルナル・アドベンチャー 鬼面都市の冒険,GURPS Runal Adventure: Demon Plane City,Kadokawa Shoten,1993,881-2
gurps,replay,ルナル・サーガ・リプレイ〈第1部 四姉妹篇 上〉,Runal Saga Replay: Part 1 4 Sisters Vol 1,Kadokawa Shoten,1993,881-3
gurps,replay,ルナル・サーガ・リプレイ〈第1部 四姉妹篇 下〉,Runal Saga Replay: Part 1 4 Sisters Vol 2,Kadokawa Shoten,1993,881-4
gurps,supplement,ガープス・ルナル・モンスター,GURPS Runal Monster,Kadokawa Shoten,1994,881-5
gurps,replay,ルナル・サーガ・リプレイ 第2部 銀色の闇篇(上),Runal Saga Replay: Part 2 Silvery Darkness Vol 1,Kadokawa Shoten,1994,881-6
gurps,replay,ルナル・サーガ・リプレイ 第2部 銀色の闇篇(下),Runal Saga Replay: Part 2 Silvery Darkness Vol 2,Kadokawa Shoten,1995,881-7
gurps,supplement,ガープス・ルナル・コンパニオンズ,GURPS Runal Companions,Kadokawa Shoten,1995,881-8
gurps,scenario,ガープス・ルナル・アドベンチャー 月を追うものたち,GURPS Runal Adventure: Those Who Chase the Moon,Kadokawa Shoten,1995,881-9
gurps,replay,ルナル・サーガ・リプレイ 第3部 闇色の時篇(上),Runal Saga Replay: Part 3 Dark Times Vol 1,Kadokawa Shoten,1996,881-10
gurps,replay,ルナル・サーガ・リプレイ 第3部 闇色の時篇(下),Runal Saga Replay: Part 3 Dark Times Vol 2,Kadokawa Shoten,1996,881-11
gurps,supplement,ガープス・妖魔夜行―妖怪アクションRPG,GURPS Creatures of the Night: Ghost Action RPG,Kadokawa Shoten,1994,882-1
gurps,supplement,ガープス・妖魔夜行 妖怪伝奇,GURPS Creatures of the Night: Ghost Story,Kadokawa Shoten,1994,882-2
gurps,replay,妖怪秘聞―ガープス・妖魔夜行リプレイ,Ghost Secret Story: GURPS Creatures of the Night Replay,Kadokawa Shoten,1994,882-3
gurps,scenario,妖魔荘の怪事件―ガープス・妖魔夜行・アドベンチャー,Yomaiso Mystery Case: GURPS Creatures of the Night Adventure,Kadokawa Shoten,1995,882-4
gurps,supplement,闇紀行―ガープス・妖魔夜行・データ集,Dark Journey: GURPS Creatures of the Night: Data Collection,Kadokawa Shoten,1995,882-5
gurps,replay,東京クライシス―ガープス・妖魔夜行リプレイ,Tokyo Crisis: GURPS Creatures of the Night Replay,Kadokawa Shoten,1996,882-6
gurps,novel,妖魔百物語―妖の巻,100 Stories of Creatures of the Night: Fairy Tale Collection,Kadokawa Shoten,1996,882-7
gurps,replay,戦慄のチェスゲーム : ガープス・妖魔夜行リプレイ,Chess Game of Dread: GURPS Creatures of the Night Replay,Kadokawa Shoten,1997,882-8
gurps,supplement,ガープス・コクーン コメディファンタジーRPG,GURPS Cocoon: Comedy Fantasy RPG,Kadokawa Shoten,1996,883-3
gurps,scenario,騒げ、悪党たち!―ガープス・コクーン・アドベンチャー,"Uproar, the Villains! GURPS Cocoon Adventure",Kadokawa Shoten,1996,883-4
gurps,supplement,ガープス・リング★ドリーム―女子プロレス最強伝説,GURPS Ring Dream: Legend of the Strongest Female Wrestling,Kadokawa Shoten,1994,884-1
gurps,replay,ガープス・リング★ドリーム・リプレイ―少女たちのテンカウント,GURPS Ring Dream Replay: Girls Countout,Kadokawa Shoten,1995,
gurps,scenario,武神降臨―ガープス・マーシャルアーツ・アドベンチャー,Takeshin Advent: GURPS Martial Arts Adventure,Kadokawa Shoten,1996,886-1
hayakawa,gamebook,グィン・サーガ―ラルハスの戦い,Guin Saga: Raruhasu Battle,Hayakawa Publishing,1986,
hayakawa,gamebook,惑星カリブの罠/高飛びレイク,Planet Caribbean Trap / High Jump Lake,Hayakawa Publishing,1987,
hayakawa,gamebook,失われた体 魔法使いディノン 1,Lost Body: Witch Dinon 1,Hayakawa Publishing,1987,
hayakawa,gamebook,闇と炎の狩人 魔法使いディノン 2,Darkness and the Fire Hunter: Witch Dinon 2,Hayakawa Publishing,1987,
hayakawa,gamebook,みのりちゃんシリー手軽にできる絶体絶命,Minorichan Series: Easy Desperate Life,Hayakawa Publishing,1987,
high-school-paradise,box set,学園ぱらだいす,High School Paradise,Tsukuda Hobby,1992,
horai-school,box set,蓬萊学園の冒険!!,Horai School Adventure!!,Yuentai,1991,
horai-school,box set,蓬萊学園の放課後!!,After School at Horai Gakuen!!,Yuentai,,
horai-school,box set,蓬萊学園の秘密!! ～学園騎士の仮面～,Horai School's Secret!! Gakuen Knight's Mask,Yuentai,,
horai-school,box set,蓬萊学園の探検!!,Exploring Horai School!!,Yuentai,,
horai-school,supplement,蓬萊学園のついたて,Horai School Screen,Yuentai,,
horai-school,rulebook,蓬萊学園の冒険!! 改訂版,Horai School Adventure!! Revised Edition,Yuentai,1995,
itha-wen-ua,box set,イサー・ウェン=アー　基本ルールセット,Itha Wen Ua: Basic Rule Set,Treasure House,1991,
itha-wen-ua,box set,イサー・ウェン=アー　中級ルールセット,Itha Wen Ua: Intermedie Rule Set,Treasure House,,
itha-wen-ua,box set,イサー・ウェン=アー　上級ルールセット,Itha Wen Ua: Advanced Rule Set,Treasure House,,
itha-wen-ua,scenario,イサー・ウェン=アー　馬上の亡霊　,Itha Wen Ua: Ghost on Horseback,Treasure House,,
itha-wen-ua,scenario,イサー・ウェン=アー　ショートシナリオ集,Itha Wen Ua: Short Scenario Collection,Treasure House,,
james-bond-007,box set,James Bond 007,,Hobby Japan,1986,
james-bond-007,box set,Goldfinger,,Hobby Japan,,
kaiser-legion,box set,カイゼル・レギオン,Kaiser Legion,Tsukuda Hobby,1992,
legends-of-skyfall,gamebook,魔人の沼,Monsters of the Marsh,Fujimi Shobo,1986,9-1
legends-of-skyfall,gamebook,黒いピラミッドの謎,The Black Pyramid,Fujimi Shobo,1986,9-2
legends-of-skyfall,gamebook,呪われた鉱山,Mine of Torments,Fujimi Shobo,1986,9-3
legends-of-skyfall,gamebook,魔宮の人喰い植物,The Garden of Madness,Fujimi Shobo,1987,9-4
logout,periodical,1,,Aspect,,
logout,periodical,2,,Aspect,,
logout,periodical,3,,Aspect,,
logout,periodical,4,,Aspect,,
logout,periodical,5,,Aspect,,
logout,periodical,ロクアウト・ノベルスペシャル,Novel Special,Aspect,,
logout,periodical,テーブルトークRPGスペシャル,Tabletop RPG Special,Aspect,,
logout,periodical,1993/6,,Aspect,1993,
logout,periodical,1993/7,,Aspect,1993,
logout,periodical,1993/8,,Aspect,1993,
logout,periodical,1993/9,,Aspect,1993,
logout,periodical,1993/10,,Aspect,1993,
logout,periodical,1993/11,,Aspect,1993,
logout,periodical,1993/12,,Aspect,1993,
logout,periodical,1994/1,,Aspect,1994,
logout,periodical,1994/2,,Aspect,1994,
logout,periodical,1994/3,,Aspect,1994,
logout,periodical,1994/4,,Aspect,1994,
logout,periodical,1994/5,,Aspect,1994,
logout,periodical,1994/6,,Aspect,1994,
logout,periodical,1994/7,,Aspect,1994,
logout,periodical,1994/8,,Aspect,1994,
logout,periodical,1994/9,,Aspect,1994,
logout,periodical,1994/10,,Aspect,1994,
logout,periodical,1994/11,,Aspect,1994,
logout,periodical,1994/12,,Aspect,1994,
logout,periodical,1995/1,,Aspect,1995,
logout,periodical,1995/2,,Aspect,1995,
logout,periodical,1995/3,,Aspect,1995,
logout,periodical,1995/4,,Aspect,1995,
logout,periodical,1995/5,,Aspect,1995,
logout,periodical,1995/6,,Aspect,1995,
logout,periodical,1995/7,,Aspect,1995,
logout,periodical,1995/8,,Aspect,1995,
logout,periodical,1995/9,,Aspect,1995,
logout,periodical,1995/10,,Aspect,1995,
logout,periodical,1995/11,,Aspect,1995,
logout,periodical,1995/12,,Aspect,1995,
maelstrom,rulebook,混沌の渦,Maelstrom,Shakaishisosha,1988,
magical-land,rulebook,まじかるランド,Magical Land,Dainihonkaiga,1992,
magius,rulebook,MAGIUSスタートブック,Magius Start Book,Fujimi Shobo,1995,13-1
magius,supplement,五竜亭RPG―五竜亭の大騒動!,Go Ryutei RPG,Fujimi Shobo,1995,13-2
magius,supplement,モンスターメーカー学園RPG,Monster Maker Academy RPG,Fujimi Shobo,1995,13-3
magius,supplement,スレイヤーズRPG - ナーガ様といっしょ,Slayers RPG with Naga,Fujimi Shobo,1995,13-4
magius,supplement,天地無用!RPG,Tenchi Muyo RPG,Fujimi Shobo,1995,13-5
magius,supplement,ロケットガールRPG,Rocket Girl RPG,Fujimi Shobo,1995,13-6
magius,supplement,蓬莱学園RPG―蓬莱83分署,Horai School RPG: Horai 83 Branch Office,Fujimi Shobo,1995,13-7
magius,supplement,だんぢょん大作戦,Danzyan Operation,Fujimi Shobo,1995,13-8
magius,supplement,サイレントメビウスRPG,Silent Möbius RPG,Fujimi Shobo,1995,13-9
magius,supplement,セイバーマリオネットJ‐RPG - ぼくだけのアリシア,Saber Marionette RPG,Fujimi Shobo,1995,13-10
magius,supplement,騒動無用!,No Uproar!,Fujimi Shobo,1995,13-11
magius,supplement,ゲットレディ、GO!―それゆけ!宇宙戦艦ヤマモト・ヨーコRPG,"Get Ready, Go!",Fujimi Shobo,1996,13-12
magius,supplement,新世紀エヴァンゲリオンRPG,Neon Genesis Evangelion RPG,Fujimi Shobo,1996,13-13
magius,supplement,天地無用!in LOVE RPG,Tenchi Muyo in Love RPG,Fujimi Shobo,1996,13-14
magius,supplement,入門!リナの魔法教室,Lina's Magic Classroom,Fujimi Shobo,1996,13-15
magius,supplement,天地無用!漂流記,Tenchi  Muyo Drifing,Fujimi Shobo,1996,13-16
magius,supplement,ナーガ様がいっぱい,Naga is Full,Fujimi Shobo,1996,13-17
magius,supplement,魔法少女プリティサミーRPG,Magical Girl Pretty Sammy RPG,Fujimi Shobo,1997,13-19
magius,supplement,お宝くえすと ,Treasure Quest,Fujimi Shobo,1997,13-22
magius,supplement,町内防衛隊RPG - 空想科学MAGIUS,Neighborhood Defense Corps RPG,Fujimi Shobo,1997,13-23
magius,supplement,魔法学園LUNAR! RPG,Magic Academy Lunar! RPG,Fujimi Shobo,1997,13-24
magius,supplement,使徒、撃滅!,Apostle Destroyed!,Fujimi Shobo,1997,
magius,supplement,魔術士オーフェン 私闘編,Sorcerous Stabber Orphen: Private Fight,Fujimi Shobo,1997,
magius,supplement,MAZE☆爆熱時空RPG ,MAZE ☆ Explosive Space-Time RPG,Fujimi Shobo,1997,
magius,supplement,新世紀エヴァンゲリオンRPG2,Neon Genesis Evangelion RPG II,Fujimi Shobo,1997,
magius,supplement,聖王都 あどべんちゃあ,Holy Imperial City Adventure,Fujimi Shobo,1997,
magius,supplement,ロストユニバース 芸夢轟く,Lost Universe,Fujimi Shobo,1998,13-28
magius,supplement,魔術士オーフェン 野望編,Sorcerous Stabber Orphen: Ambition,Fujimi Shobo,1998,
magius,supplement,機動戦艦ナデシコ - ときめき『キッス』は誰のもの!?,Martian Successor Nadesico,Fujimi Shobo,1998,
maitreiya,rulebook,マイトレーヤ SWORD SYSTEM,Maitreiya Sword System,Shinkigensha,1995,
mechwarrior,rulebook,メックウォリア,Mechwarrior,Fujimi Shobo,1993,
mechwarrior,scenario,メックウォリアーRPGシナリオ集(1) 戦乱のタマラー協定領,Mechwarrior RPG Scenario Collection 1: Battle of Tamara: Agreement,Fujimi Shobo,1993,
mechwarrior,replay,魔女たちの饗宴ーバトルテック・リプレイ集〈1〉,Witch's Feast: Battletech Replay Collection 1,Fujimi Shobo,1992,10-1
mechwarrior,replay,女神たちの彷徨ーバトルテック・リプレイ集〈2〉,Goddess's Wandering: Battletech Replay Collection 2,Fujimi Shobo,1993,10-2
mechwarrior,replay,魔弾の射手―メックウォリアーRPGリプレイ集〈1〉,Magic Bullet Shooter: Mechwarrior RPG Replay Collection 1,Fujimi Shobo,1995,10-3
mechwarrior,replay,エニウェアの嵐―メックウォリアーRPGリプレイ集〈2〉,Anywhere's Storm: Mechwarrior RPG Replay Collection 2,Fujimi Shobo,1996,10-4
mechwarrior,replay,虚像たちのワルツ―メックウォリアーRPGリプレイ集 〈3〉,Waltz of Virtual Images: Mechwarrior RPG Replay Collection 3,Fujimi Shobo,1997,10-5
mechwarrior,replay,終末へのカウントダウン―メックウォリアーRPGリプレイ集〈4〉,Countdown to the End: Mechwarrior RPG Replay Collection 4,Fujimi Shobo,1998,10-6
merp,box set,指輪物語ロールプレイング,Middle-Earth Role Playig,Hobby Japan,1987,
merp,box set,Bree and Tharbad,Bree and Tharbad,Hobby Japan,,
merp,box set,モルドールの門,Gates of Mordor,Hobby Japan,,
merp,box set,裂け谷エルロンドの館,Rivendell,Hobby Japan,,
merp,box set,ローハンの乗り手,Riders of Rohan,Hobby Japan,,
merp,supplement,ミドルアース言語ガイド,Middle-Earth Adventure Guidebook,Hobby Japan,,
metalhead,box set,メタルヘッド,Metal Head,Hobby Japan,1990,
metalhead,supplement,Metal Head Backup Screen,Metalhead Backup Screen,Hobby Japan,,
metalhead,box set,クロムビート,Chrome Beat,Hobby Japan,,
metalhead,box set,コアストライク,Core Strike,Hobby Japan,,
metalhead,rulebook,メタルヘッド・ハンドブック,Metal Head Hand Book,Hobby Japan,,
metalhead,scenario,ハードブレイク,Hard Break,Hobby Japan,,
metalhead,box set,ヘビーソルジャー,Heavy Soldier,Hobby Japan,,
metalhead,supplement,サイクロン,Psy-Clone,Hobby Japan,,
metalhead,supplement,ヴァーチャル・シティ,Virtual City,Hobby Japan,,
mobile-suit-gundam,rulebook,機動戦士ガンダムRPG,Mobile Suit Gundam The RPG,Hobby Japan,1997,
mobile-suit-gundam,rulebook,機動戦士ガンダムRPGアドバンスドエディション,Mobile Suit Gundam The RPG: Advanced Edition,Hobby Japan,1998,
mobile-suit-gundam,supplement,機動戦士ガンダムRPG別冊 一年戦争史,Mobile Suit Gundam The RPG: Separate Volume One Year War History,Hobby Japan,1997,
monster-maker,rulebook,モンスターメーカーRPGホリィアックス,Monster Maker RPG Holy Axe,Fujimi Shobo,1992,
monster-maker,supplement,ブルガンディ・ドリーム　モンスターメーカーRPG,Burgundy Dream: Monster Maker RPG,Fujimi Shobo,1993,
monster-maker,scenario,テン・ダンジョン　モンスターメーカーRPGシナリオ集1,Ten Dungeons: Monster Maker RPG Scenario Collection 1,Fujimi Shobo,1993,
monster-maker,replay,ウルフレンドの冒険者　モンスターメーカーRPGリプレイ集1,Adventurer of Wolfriend: Monster Maker RPG Replay Collection 1,Fujimi Shobo,1993,
neon-genesis-evangelion,rulebook,新世紀エヴァンゲリオンRPG NERV白書,Neon Genesis Evangelion RPG: NERV White Paper,Kadokawa Shoten,1996,
neon-genesis-evangelion,rulebook,新世紀エヴァンゲリオンRPG 使徒降臨,Neon Genesis Evangelion RPG: Apostle Advent,Kadokawa Shoten,1997,
nightmare-hunter,box set,ナイトメア・ハンター,Nightmare Hunter,Sho Planning,1988,
official-dnd-magazine,periodical,オフィシャル D&D マガジン #1,Official Dungeons & Dragons Magazine #1,Shinwa,1988,
