category,product_type,japanese,english,publisher,year,product_code
shakaishisosha-original-gamebook,gamebook,フォボス内乱,Phobos Civil War,Shakaishisosha,1991,
shin-megami-tensei,rulebook,真・女神転生RPG基本システム,Shin Megami Tensei RPG Basic System,ASCII,1993,
shin-megami-tensei,supplement,真・女神転生RPG世紀末サバイバル・ガイド ,Shin Megami Tensei RPG End of the Century Survival Guide,Aspect,1994,
shin-megami-tensei,replay,魔性の傀儡 真・女神転生RPGリプレイ ,Evil Puppet: Shin Megami Tensei RPG Replay,Aspect,1994,
shin-megami-tensei,rulebook,真・女神転生II TRPG誕生篇,Shin Megami Tensei II RPG Birth Edition,ASCII,1995,
shin-megami-tensei,rulebook,紅蓮の夜 真・女神転生IITRPG誕生篇ジャンプスタート・キット,Night of the Lotus: Shin Megami Tensei II RPG Birth Edition Jump Start Kit,Aspect,1995,
shin-megami-tensei,replay,魔界の扉　真・女神転生IITRPGリプレイ ,Gate of Hell: Shin Megami Tensei II RPG Birth Edition Replay,Aspect,1995,
shin-megami-tensei,supplement,金色の箱　真・女神転生IITRPGサプリメント,Golden Box: Shin Megami Tensei II RPG Birth Edition Supplement,ASCII,1996,
shin-megami-tensei,replay,八雲の狭霧　真・女神転生IITRPGリプレイ,Mists of Yakumo: Shin Megami Tensei II RPG Birth Edition Replay,ASCII,1996,
shin-megami-tensei,rulebook,真・女神転生TRPG覚醒篇,Shin Megami Tensei RPG Awakening Edition,Aspect,1998,
shin-megami-tensei,supplement,業魔殿―真・女神転生TRPG覚醒篇サプリメント,Business Hall: Shin Megami Tensei RPG Awakening Edition Supplement,Suzaku Games,2002,
small-still-voice,rulebook,スモール・スティル・ボイス精霊の囁き,Small Still Voice: Whisper of a Spirit,Office Zero,1992,
small-still-voice,supplement,スモールスティルボイス・ストームオブスピリット,Small Still Voice: Storm of Spirit,Office Zero,,
space-opera-heroes,rulebook,スペオペヒーローズ,Space Opera Heroes,Hobby Japan,1992,
space-opera-heroes,supplement,スペオペヒーローズ2,Space Opera Heroes 2,Hobby Japan,,
star-quest,box set,スタークェスト,Star Quest: S.F Role-Play Game,Tsukuda Hobby,1984,
star-quest,box set,エイリアンレース,Alien Races: List of Alien Races for Star Quest,Tsukuda Hobby,1985,
steel-rainbow-panzermaerchen,rulebook,鋼鉄の虹 パンツァーメルヒェンRPG,Rainbow of Steel Panzermärchen RPG,Aspect,1995,
steel-rainbow-panzermaerchen,supplement,鋼鉄の虹 イェーガーハンドブック,Steel Rainbow Jaeger Handbook,Shinkigensha,1995,
stormbringer,box set,デーモン・マギック,Demon Magic,Hobby Japan,,149-2
stormbringer,box set,ストームブリンガー,Stormbringer,Hobby Japan,1988,149
stormbringer,box set,ストームブリンガー・コンパニオン,Stormbringer Companion,Hobby Japan,,149-1
stormbringer,box set,ヴェルヴェット・サークル,Velvet Circle,Hobby Japan,,149-3
super-adventure-game,gamebook,魔法使いの丘,The Shamutanti Hills,Tokyo Sogensha,1985,
super-adventure-game,gamebook,城砦都市カーレ,Kharé – Cityport of Traps,Tokyo Sogensha,1985,
super-adventure-game,gamebook,七匹の大蛇,The Seven Serpents,Tokyo Sogensha,1985,
super-adventure-game,gamebook,王たちの冠,The Crown of Kings,Tokyo Sogensha,1985,
super-adventure-game,gamebook,ファイティング・ファンタジー,Fighting Fantasy Basic Rulebook,Tokyo Sogensha,1985,
super-adventure-game,gamebook,バック・トゥ・ザ・フューチャー,Back to the Future,Tokyo Sogensha,1985,
super-adventure-game,gamebook,デュマレスト・ゲームブック・巨大コンピュータの謎,Dumarest Gamebook: Giant Computer Mystery,Tokyo Sogensha,1986,
super-adventure-game,gamebook,デュマレスト・ゲームブック・惑星不時着,Dumarest Gamebook: Planet Landing,Tokyo Sogensha,1988,
super-adventure-game,gamebook,紅蓮の騎士,Guren Knight,Tokyo Sogensha,1988,
super-adventure-game,gamebook,暗黒の聖地,Dark Sacred Place,Tokyo Sogensha,1989,
super-adventure-game,gamebook,ベルゼブルの竜,Beezebul the Dragon,Tokyo Sogensha,1988,
super-adventure-game,gamebook,夜の馬,Horse of Night,Tokyo Sogensha,1990,
super-adventure-game,gamebook,エクセア,Ekusea,Tokyo Sogensha,1989,
super-adventure-game,gamebook,ギャランス・ハート,Gyrarance Heart,Tokyo Sogensha,1992,
super-adventure-game,gamebook,第七の魔法使い,Seventh Wizard,Tokyo Sogensha,1992,
super-adventure-game,gamebook,ゼビウス,Xevious,Tokyo Sogensha,1985,
super-adventure-game,gamebook,悪魔に魅せられし者,One Fascinated by the Devil,Tokyo Sogensha,1986,
super-adventure-game,gamebook,魔宮の勇者たち,Magical Heroes,Tokyo Sogensha,1986,
super-adventure-game,gamebook,魔界の滅亡,Destruction of the Demon World,Tokyo Sogensha,1986,
super-adventure-game,gamebook,ドラゴンバスター,Dragon Buster,Tokyo Sogensha,1987,
super-adventure-game,gamebook,迷宮のドラゴン,Labyrinth Dragon,Tokyo Sogensha,1988,
super-adventure-game,gamebook,ピラミッドの謎,Pyramid Mystery,Tokyo Sogensha,1989,
super-adventure-game,gamebook,時の鍵伝説,Legend of the Key of Time,Tokyo Sogensha,1989,
super-adventure-game,gamebook,カイの冒険,Kai's Adventure,Tokyo Sogensha,1990,
super-adventure-game,gamebook,ネバーランドのリンゴ,Apple of Neverland,Tokyo Sogensha,1986,
super-adventure-game,gamebook,ニフルハイムのユリ,Lily of Nilfheim,Tokyo Sogensha,1987,
super-adventure-game,gamebook,ネバーランドのカボチャ男,Pumpkinman of Neverland,Tokyo Sogensha,1990,
super-adventure-game,gamebook,ウルフヘッドの誕生,Birth of the Wolfhead,Tokyo Sogensha,1989,
super-adventure-game,gamebook,ウルフヘッドの逆襲,The Wolfhead Strikes Back,Tokyo Sogensha,1989,
super-adventure-game,gamebook,吸血鬼の洞窟,Crypt of the Vampire,Tokyo Sogensha,1986,
super-adventure-game,gamebook,シャドー砦の魔王,The Lord of Shadow Keep,Tokyo Sogensha,1986,
super-adventure-game,gamebook,炎の神殿 ,The Temple of Flame,Tokyo Sogensha,1986,
super-adventure-game,gamebook,失われた魂の城,Castle of Lost Souls,Tokyo Sogensha,1986,
super-adventure-game,gamebook,ドラゴンの目,The Eye of the Dragon,Tokyo Sogensha,1986,
super-adventure-game,gamebook,ファラオの呪い,Curse of the Pharaoh,Tokyo Sogensha,1986,
super-adventure-game,gamebook,ドラゴンの戦士,Dragon Warriors,Tokyo Sogensha,1990,
super-adventure-game,gamebook,魔法使いへの道,The Way of Wizardry,Tokyo Sogensha,1990,
super-adventure-game,gamebook,エルフのクリスタル,The Elven Crystals,Tokyo Sogensha,1991,
super-adventure-game,gamebook,クトゥルー・ゲームブック暗黒教団の陰謀,Cthulhu Gamebook: Conspiracy of the Dark Order,Tokyo Sogensha,1987,
super-adventure-game,gamebook,魔王の地下要塞,Treachery in Draken-Wood,Tokyo Sogensha,1987,
super-adventure-game,gamebook,ファイアーロードの砦 ,Fortress of the Firelord,Tokyo Sogensha,1987,
super-adventure-game,gamebook,展覧会の絵,Painting at the Exhibition,Tokyo Sogensha,1987,
super-adventure-game,gamebook,スーパー・ブラックオニキス,Super Black Onyx,Tokyo Sogensha,1987,
super-adventure-game,gamebook,パンタクル,Pantacle,Tokyo Sogensha,1989,
super-adventure-game,gamebook,ティーンズ・パンタクル,Teens Pantacle,Tokyo Sogensha,1990,
super-adventure-game,gamebook,パンタクル2,Pantacle 2,Tokyo Sogensha,1991,
super-adventure-game,gamebook,眠れる竜ラヴァンス,Sleeping Dragon Lavance,Tokyo Sogensha,1986,
sword-world,supplement,ソード・ワールドRPGワールドガイド,Sword World RPG World Guide,Fujimi Shobo,1993,
sword-world,supplement,ソード・ワールドRPGワールドガイド,Sword World RPG World Guide,Fujimi Shobo,1993,
sword-world,rulebook,ソード・ワールドRPG 完全版,Sword World RPG Complete Edition,Fujimi Shobo,1996,
sword-world,supplement,西部諸国ワールドガイド,Ten Children World Guide,Fujimi Shobo,1996,
sword-world,rulebook,ソード・ワールドRPG,Sword World RPG,Fujimi Shobo,1989,6-1
sword-world,scenario,石巨人の迷宮,Stone Giant Labyrinth,Fujimi Shobo,1989,6-2
sword-world,scenario,ユニコーンの探索,Unicorn Quest,Fujimi Shobo,1989,6-3
sword-world,replay,盗賊たちの狂詩曲ソード・ワールドRPGリプレイ集〈1〉,Rhapsody of Rogues: Sword World Replay 1,Fujimi Shobo,1989,6-4
sword-world,supplement,ソード・ワールドRPG上級ルール〈分冊1〉,Sword World RPG Advanced Rules Part 1,Fujimi Shobo,1990,6-5
sword-world,supplement,ソード・ワールドRPG上級ルール〈分冊2〉,Sword World RPG Advanced Rules Part 2,Fujimi Shobo,1990,6-6
sword-world,replay,モンスターたちの交響曲ソード・ワールドRPGリプレイ集〈2〉,Symphony of Monsters: Sword World Replay 2,Fujimi Shobo,1990,6-7
sword-world,scenario,四大魔術師の塔,Tower of the Four Great Wizards,Fujimi Shobo,1990,6-8
sword-world,scenario,虹の水晶宮,Rainbow Crystal Palace,Fujimi Shobo,1991,6-9
sword-world,replay,終わりなき即興曲ソード・ワールドRPGリプレイ集〈3〉,Endless Improvisation: Sword World Replay 3,Fujimi Shobo,1991,6-10
sword-world,scenario,闇からの脅威,Threat from Darkness,Fujimi Shobo,1991,6-11
sword-world,replay,魔境の支配者ソード・ワールドRPGリプレイ集〈4〉,Makai Ruler: Sword World Replay 4,Fujimi Shobo,1992,6-12
sword-world,scenario,猫だけが知っている,Only Cats Know,Fujimi Shobo,1992,6-13
sword-world,replay,南海の勝利者ソード・ワールドRPGリプレイ集〈5〉,South Sea Victor: Sword World Replay 5,Fujimi Shobo,1993,6-14
sword-world,scenario,異界への門,Gates to Another World,Fujimi Shobo,1993,6-15
sword-world,scenario,バラールの館,Ballard House,Fujimi Shobo,1993,6-16
sword-world,replay,2万ガメルを取り返せ! ソード・ワールドRPGリプレイ集,"Regain 20,000 Gamel! Sword World Replay 6",Fujimi Shobo,1994,6-17
sword-world,novel,ベルダイン熱狂!―ソード・ワールドRPGアドベンチャー〈1〉,Beldyne Enthusiasm!-Sword World RPG Adventure <1>,Fujimi Shobo,1994,6-18
sword-world,replay,混沌魔術師の挑戦―ソード・ワールドRPGリプレイ集〈7〉,Chaos Sorceror's Challenge: Sword World Replay 7,Fujimi Shobo,1994,6-19
sword-world,scenario,世界の果ての壁,World's End Wall,Fujimi Shobo,1995,6-20
sword-world,replay,亡者の村に潜む闇ソード・ワールドRPGリプレイ集〈8〉,Darkness Lurking in the Village of the Deceased: Sword World Replay 8,Fujimi Shobo,1995,6-21
sword-world,novel,アルバトロス追撃 ソード・ワールドRPGアドベンチャー〈2〉,Sword World RPG Adventure <2> Albatross Pursuit,Fujimi Shobo,1995,6-22
sword-world,replay,迷探偵登場!デュダRPGリプレイ集〈1〉,The Detective Appears! Duda RPG Replay Collection <1>,Fujimi Shobo,1995,6-23
sword-world,replay,バブリーズ・フォーエバーソード・ワールドRPGリプレイ集〈9〉,Bablies Forever: Sword World Replay 9,Fujimi Shobo,1995,6-24
sword-world,novel,タイデル騒乱!―ソード・ワールドRPGアドベンチャー〈3〉,Tyder Mayhem!-Sword World RPG Adventure <3>,Fujimi Shobo,1996,6-25
sword-world,replay,アサシンをやりこめろ!―ソード・ワールドRPGリプレイ集 風雲ミラルゴ編〈1〉,Talk Down the Assassin! Sword World Replay Collection 1,Fujimi Shobo,1996,6-26
sword-world,scenario,黒き魔人の森,Forest of the Black Demon,Fujimi Shobo,1997,6-27
sword-world,supplement,ソード・ワールドRPG「Q&Aブック」,Sword World RPG Q&A Book,Fujimi Shobo,1996,6-28
sword-world,replay,疑惑の石像―デュダRPGリプレイ集〈2〉,Alleged Stone Statue-Duda RPG Replay Collection <2>,Fujimi Shobo,1996,6-29
sword-world,novel,プロミジー急転!―ソード・ワールドRPGアドベンチャー〈4〉,Promygy sudden turn!-Sword World RPG Adventure <4>,Fujimi Shobo,1996,6-30
sword-world,replay,アドベンチャラーに任せとけ!―ソード・ワールドRPGリプレイ集 風雲ミラルゴ編〈2〉,Leave It To the Adventurer: Sword World Replay Collection 2,Fujimi Shobo,1996,6-31
sword-world,scenario,悪魔が闇に踊る街,The City Where the Devil Dances in the Dark,Fujimi Shobo,1997,6-32
sword-world,novel,ナイトブレイカーズ爆発!―ソード・ワールドRPGアドベンチャー〈5〉,Night Breakers Explosion!-Sword World RPG Adventure <5>,Fujimi Shobo,1997,6-33
sword-world,replay,迷探偵がいっぱい―デュダRPGリプレイ集〈3〉,Lots of Detectives-Duda RPG Replay Collection <3>,Fujimi Shobo,1997,6-34
sword-world,rulebook,ソード・ワールドRPGスタート・ブック,Sword World RPG Start Book,Fujimi Shobo,1997,6-35
sword-world,replay,宝の地図に勇者が集う―ソード・ワールドRPGリプレイ集アンマント財宝編〈1〉,Heroes Gather at the Treasure Map: Sword World Replay Collection 1,Fujimi Shobo,1997,6-36
sword-world,novel,帰ってきたドラゴン―西部諸国シアター〈1〉,Returning Dragon-Western Countries Theater <1>,Fujimi Shobo,1997,6-37
sword-world,replay,大迷宮に勇者が挑ソード・ワールドRPGリプレイ集アンマント財宝編2,A Hero Challenges a Large Labyrinth: Sword World Replay Collection 2,Fujimi Shobo,1998,6-38
sword-world,novel,熱血爆風!プリンセス―西部諸国シアター〈2〉,Hot Blood Blast! Princess-Western Theater <2>,Fujimi Shobo,1998,6-39
sword-world,novel,鏡の国の戦争―西部諸国シアター〈3〉,Mirror country war-Western countries theater <3>,Fujimi Shobo,1998,6-40
sword-world,replay,進め!未来の大英雄―新ソード・ワールドRPGリプレイ集〈1〉,Advance! Heros of the Future: New Sword World RPG Replay Collection 1,Fujimi Shobo,2001,6-44
sword-world,replay,つかめ!明日の大勝利―新ソード・ワールドRPGリプレイ集〈2〉,Grab It! Tomorrow's Big Victory: New Sword World RPG Replay Collection 2,Fujimi Shobo,2001,6-45
sword-world,replay,目指せ!奇跡の大団円―新ソード・ワールドRPGリプレイ集〈3〉,Aim! Miracle Grand Circle: New Sword World RPG Replay Collection 3,Fujimi Shobo,2002,6-46
sword-world,replay,狙え!魅惑の大出世―新ソード・ワールドRPGリプレイ集〈4〉,Aim! Enchanting Great Success: New Sword World RPG Replay Collection 4,Fujimi Shobo,2002,6-47
sword-world,replay,決めろ!最後の大逆転―新ソード・ワールドRPGリプレイ集〈5〉,Decide! The Last Great Reversal: New Sword World RPG Replay Collection 5,Fujimi Shobo,2002,6-48
sword-world,replay,2万ガメルを取り返せ! ソード・ワールドRPGリプレイ集バブリーズ編1,"Regain 20,000 Gamel! Sword World RPG Replay Collection Babureeze Hen 1",Fujimi Shobo,2002,6-49
sword-world,replay,混沌魔術師の挑戦―ソード・ワールドRPGリプレイ集〈7〉,Chaos Magician's Challenge-Sword World RPG Replay Collection Babureeze Edition <2>,Fujimi Shobo,2003,6-50
sword-world,replay,亡者の村に潜む闇―ソード・ワールドRPGリプレイ集 バブリーズ編〈3〉,Darkness Hiding in the Village of the Dead-Sword World RPG Replay Collection Babureeze Edition <3>,Fujimi Shobo,2003,6-51
sword-world,replay,バブリーズ・フォーエバー―ソード・ワールドRPGリプレイ集バブリーズ編〈4〉,Babble's Forever-Sword World RPG Replay Collection Babureeze Edition <4>,Fujimi Shobo,2003,6-52
sword-world,replay,賭けろ!世紀の大勝負―新ソード・ワールドRPGリプレイ集〈6〉,Bet! The Great Battle of the Century: New Sword World RPG Replay Collection 6,Fujimi Shobo,2003,6-53
sword-world,replay,走れ!神秘の大森林―新ソード・ワールドRPGリプレイ集〈7〉,Run! Mysterious New World: New Sword World RPG Replay Collection 7,Fujimi Shobo,2003,6-54
sword-world,rulebook,ソード・ワールドRPGベーシック ,Sword World RPG Basic,Fujimi Shobo,2004,6-55
sword-world,replay,救え!かつての大親友―新ソード・ワールドRPGリプレイ集〈8〉,Save! Former Great Friend: New Sword World RPG Replay Collection 8,Fujimi Shobo,2004,6-56
sword-world,replay,挑め!捨身の大決戦―新ソード・ワールドRPGリプレイ集〈9〉,Challenge! The Great Decisive Battle: New Sword World RPG Replay Collection 9,Fujimi Shobo,2005,6-57
sword-world,replay,ロマール・ノワール新ソードワールドRPGリプレイ集NEXT(1) ,Roman Noir: New Sword World RPG Replay Collection NEXT(1),Fujimi Shobo,2004,6-58
sword-world,replay,ダンジョン・パッション新ソードワールドRPGリプレイ集NEXT(2) ,Dungeon Passion: New Sword World RPG Replay Collection NEXT(2) ,Fujimi Shobo,2004,6-59
sword-world,replay,コロシアム・プレミアム新ソード・ワールドRPGリプレイ集NEXT(3) ,Coliseum Premium: New Sword World RPG Replay Collection NEXT(3) ,Fujimi Shobo,2005,6-60
sword-world,replay,名乗れ!今こそ大英雄―新ソード・ワールドRPGリプレイ集〈10〉,Name Yourself! The Great Hero: New Sword World RPG Replay Collection 10,Fujimi Shobo,2005,6-61
sword-world,replay,ファンドリア・ファンクション新ソード・ワールドRPGリプレイ集NEXT(4) ,Fundria Function: New Sword World RPG Replay Collection NEXT(4),Fujimi Shobo,2005,6-62
sword-world,replay,ソード・ワールドRPGリプレイ・アンソロジー デーモン・アゲイン,Sword World RPG Replay Anthology Demon Again,Fujimi Shobo,2005,6-63
sword-world,replay,トライアル・トラブル―新ソード・ワールドRPGリプレイ集NEXT〈5〉,Trial Trouble-New Sword World RPG Replay Collection NEXT <5>,Fujimi Shobo,2005,6-64
sword-world,replay,明かせ!へっぽこ大冒険―新ソード・ワールドRPGリプレイ集ガイドブック,Let's Reveal! Heppoko's Great Adventure: New Sword World RPG Replay Collection Guide Book,Fujimi Shobo,2006,6-65
sword-world,replay,賽子(ダイス)の国の魔法戦士―ソード・ワールドRPGリプレイ・アンソロジー〈2〉,Magic Warrior of the Country of Said (Dice)-Sword World RPG Replay Anthology <2>,Fujimi Shobo,2007,6-65
sword-world,replay,マリン・マーベル 新ソード・ワールドRPGリプレイ集NEXT(6),Marine Marvel New Sword World RPG Replay Collection NEXT(6),Fujimi Shobo,2006,6-66
sword-world,replay,レイド・レボルト新ソード・ワールドRPGリプレイ集NEXT(7) ,Raid Rebolt: New Sword World RPG Replay Collection NEXT(7),Fujimi Shobo,2006,6-67
sword-world,replay,盗賊たちの狂詩曲(ラプソディ)―ソード・ワールドRPGリプレイ集スチャラカ編(1),Rhapsody of Bandits (Rhapsody)-Sword World RPG Replay Collection Scharaka (1),Fujimi Shobo,2006,6-68
sword-world,replay,モンスターたちの交響曲(シンフォニー)―ソード・ワールドRPGリプレイ集スチャラカ編〈2〉,Symphony of Monsters (Symphony)-Sword World RPG Replay Collection Scharaka Hen <2>,Fujimi Shobo,2006,6-69
sword-world,replay,終わりなき即興曲(トッカータ)―ソード・ワールドRPGリプレイ集スチャラカ編 (3),Endless Improvisations (Toccata)-Sword World RPG Replays by Scharaka (3),Fujimi Shobo,2006,6-70
sword-world,replay,猫の手冒険隊、集結!―ソード・ワールドRPGリプレイ集×S〈1〉,"Cat's Hand Adventure Corps, Gathering!-Sword World RPG Replay Collection x S <1>",Fujimi Shobo,2006,6-71
sword-world,replay,スカイ・ステージ―新ソード・ワールドRPGリプレイ集NEXT〈8〉,Sky Stage: New Sworld World RPG Replay Collection NEXT(8),Fujimi Shobo,2006,6-72
sword-world,replay,クリティカル・クライマックス新ソード・ワールドRPGリプレイ集NEXT9,Critical Climax: New Sword World RPG Replay Collection NEXT 9 ,Fujimi Shobo,2007,6-73
sword-world,replay,ギャンブル・ランブル―新ソード・ワールドRPGリプレイ集NEXT〈0〉,Gamble Rumble-New Sword World RPG Replay Collection NEXT <0>,Fujimi Shobo,2007,6-75
sword-world,replay,猫の手勇者くん、突撃!―ソード・ワールドRPGリプレイ集×S〈2〉,"Cat brave man, assault!-Sword World RPG replay collection × S <2>",Fujimi Shobo,2007,6-76
sword-world,replay,猫の手お気楽娘、幻惑?―ソード・ワールドRPGリプレイ集xS〈3〉,"Cat's Hand Easy Girl, Illusion?-Sword World RPG Replay Collection xS <3>",Fujimi Shobo,2007,6-77
sword-world,replay,猫の手超人王、激闘!―ソード・ワールドRPGリプレイ集XS〈4〉,"Cat's Hand, Super King, Fierce Fight!-Sword World RPG Replay Collection XS <4>",Fujimi Shobo,2008,6-78
sword-world,replay,新ソード・ワールドRPGリプレイ集Waltz〈1〉旅立ち・お祭り・子供たち ,New Sword World RPG Replay Collection Waltz <1> Departure/Festival/Children,Fujimi Shobo,2006,6-81
sword-world,replay,新ソード・ワールドRPGリプレイ集Waltz〈2〉競争・怪盗・大湿原,New Sword World RPG Replay Collection Waltz <2> Competition / Kaito / Great Marsh,Fujimi Shobo,2007,6-82
sword-world,replay,新ソード・ワールドRPGリプレイ集Waltz〈3〉駆け込み・災厄・学者サマ,"New Sword World RPG Replay Collection Waltz <3> rush, disaster, scholar Sama",Fujimi Shobo,2007,6-83
sword-world,replay,新ソード・ワールドRPGリプレイ集Waltz〈4〉誘拐・ヤキモチ・すれ違い,"New Sword World RPG Replay Collection Waltz <4> Kidnapping, Yakimochi, Passing each other",Fujimi Shobo,2007,6-84
sword-world,replay,新ソード・ワールドRPGリプレイ集Waltz5　誓い・陰謀・巣立ちの日,"New Sword World RPG Replay Collection Waltz 5 Oath, Conspiracy, Leaving Day",Fujimi Shobo,2008,6-85
tactics,periodical,No. 1 January–February 1982,,Hobby Japan,1982,
tactics,periodical,No. 2 March–April 1982,,Hobby Japan,1982,
tactics,periodical,No. 3 May–June 1982,,Hobby Japan,1982,
tactics,periodical,No. 4 July–August 1982,,Hobby Japan,1982,
tactics,periodical,No. 5 September–October 1982,,Hobby Japan,1982,
tactics,periodical,No. 6 November–December 1982,,Hobby Japan,1982,
tactics,periodical,No. 7 January–February 1983,,Hobby Japan,1983,
tactics,periodical,No. 8 March–April 1983,,Hobby Japan,1983,
tactics,periodical,No. 9 May–June 1983,,Hobby Japan,1983,
tactics,periodical,No. 10 July–August 1983,,Hobby Japan,1983,
tactics,periodical,No. 11 September–October 1983,,Hobby Japan,1983,
tactics,periodical,No. 12 November–December 1983,,Hobby Japan,1983,
tactics,periodical,No. 13 January–February 1984,,Hobby Japan,1984,
tactics,periodical,No. 14 March–April 1984,,Hobby Japan,1984,
tactics,periodical,No. 15 May–June 1984,,Hobby Japan,1984,
tactics,periodical,No. 16 July–August 1984,,Hobby Japan,1984,
tactics,periodical,No. 17 September–October,,Hobby Japan,1984,
tactics,periodical,No. 18 November–December 1984,,Hobby Japan,1984,
tactics,periodical,No. 19 January–February 1985,,Hobby Japan,1985,
tactics,periodical,No. 20 March–April 1985,,Hobby Japan,1985,
tactics,periodical,No. 21 May–June 1985,,Hobby Japan,1985,
tactics,periodical,No. 22 July–August 1985,,Hobby Japan,1985,
tactics,periodical,No. 23 September–October 1985,,Hobby Japan,1985,
tactics,periodical,No. 24 November 1985,,Hobby Japan,1985,
tactics,periodical,No. 25 December 1985,,Hobby Japan,1985,
tactics,periodical,No. 26 1986/1,,Hobby Japan,1986,
tactics,periodical,No. 27 1986/2,,Hobby Japan,1986,
tactics,periodical,No. 28 1986/3,,Hobby Japan,1986,
tactics,periodical,No. 29 1986/4,,Hobby Japan,1986,
tactics,periodical,No. 30 1986/5,,Hobby Japan,1986,
tactics,periodical,No. 31 1986/6,,Hobby Japan,1986,
tactics,periodical,No. 32 1986/7,,Hobby Japan,1986,
tactics,periodical,No. 33 1986/8,,Hobby Japan,1986,
tactics,periodical,No. 34 1986/9,,Hobby Japan,1986,
tactics,periodical,No. 35 1986/10,,Hobby Japan,1986,
tactics,periodical,No. 36 1986/11,,Hobby Japan,1986,
tactics,periodical,No. 37 1986/12,,Hobby Japan,1986,
tactics,periodical,No. 38 January 1987,,Hobby Japan,1987,
tactics,periodical,No. 39 February 1987,,Hobby Japan,1987,
tactics,periodical,No. 40 March 1987,,Hobby Japan,1987,
tactics,periodical,No. 41 April 1987,,Hobby Japan,1987,
tactics,periodical,No. 42 May 1987,,Hobby Japan,1987,
tactics,periodical,No. 43 June 1987,,Hobby Japan,1987,
tactics,periodical,No. 44 July 1987,,Hobby Japan,1987,
tactics,periodical,No. 45 August 1987,,Hobby Japan,1987,
tactics,periodical,No. 46 September 1987,,Hobby Japan,1987,
tactics,periodical,No. 47 October 1987,,Hobby Japan,1987,
tactics,periodical,No. 48 November 1987,,Hobby Japan,1987,
tactics,periodical,No. 49 December 1987,,Hobby Japan,1987,
tactics,periodical,No. 50 January 1988,,Hobby Japan,1988,
tactics,periodical,No. 51 February 1988,,Hobby Japan,1988,
tactics,periodical,No. 52 March 1988,,Hobby Japan,1988,
tactics,periodical,No. 53 April 1988,,Hobby Japan,1988,
tactics,periodical,No. 54 May 1988,,Hobby Japan,1988,
tactics,periodical,No. 55 June 1988,,Hobby Japan,1988,
tactics,periodical,No. 56 July 1988,,Hobby Japan,1988,
tactics,periodical,No. 57 August 1988,,Hobby Japan,1988,
tactics,periodical,No. 58 September 1988,,Hobby Japan,1988,
tactics,periodical,No. 59 October 1988,,Hobby Japan,1988,
tactics,periodical,No. 60 November 1988,,Hobby Japan,1988,
tactics,periodical,No. 61 December 1988,,Hobby Japan,1988,
tactics,periodical,No. 62 January 1989,,Hobby Japan,1989,
tactics,periodical,No. 63 February 1989,,Hobby Japan,1989,
tactics,periodical,No. 64 March 1989,,Hobby Japan,1989,
tactics,periodical,No. 65 April 1989,,Hobby Japan,1989,
tactics,periodical,No. 66 May 1989,,Hobby Japan,1989,
tactics,periodical,No. 67 June 1989,,Hobby Japan,1989,
tactics,periodical,No. 68 July 1989,,Hobby Japan,1989,
tactics,periodical,No. 69 August 1989,,Hobby Japan,1989,
tactics,periodical,No. 70 September 1989,,Hobby Japan,1989,
tactics,periodical,No. 71 October 1989,,Hobby Japan,1989,
tactics,periodical,No. 72 November 1989,,Hobby Japan,1989,
tactics,periodical,No. 73 December 1989,,Hobby Japan,1989,
tactics,periodical,No. 74 January 1990,,Hobby Japan,1990,
tactics,periodical,No. 75 February 1990,,Hobby Japan,1990,
tactics,periodical,No. 76 March 1990,,Hobby Japan,1990,
tactics,periodical,No. 77 April 1990,,Hobby Japan,1990,
tactics,periodical,No.1 1990 Autumn,,Hobby Japan,1990,
tactics,periodical,No 2 1990 Winter,,Hobby Japan,1990,
tactics,periodical,No. 3 1991 Spring,,Hobby Japan,1991,
tactics,periodical,No. 4 1991 Summer,,Hobby Japan,1991,
tactics,periodical,No. 5 1991 Autumn,,Hobby Japan,1991,
tactics,periodical,No. 6 1992 Winter,,Hobby Japan,1992,
tactics,periodical,No. 7 1992 Spring,,Hobby Japan,1992,
tactics,periodical,Tactics 別冊 RPG マガジン No. 1,,Hobby Japan,1986,
tactics,periodical,Tactics 別冊 RPG マガジン No. 2,,Hobby Japan,1987,
the-fantasy-trip,rulebook,幻のユニコーンクエスト,The Fantasy Trip (Phantom Unicorn Quest),Hobby Japan,1988,
tokyo-nova,box set,トーキョーN◎VA,Tokyo Nova,Tsukuda Hobby,1993,
tokyo-nova,replay,トーキョーNOVAリプレイ―ふりむけば死,Tokyo Nova Replay: Looking Forward,Aspect,1994,
tokyo-nova,box set,トーキョーN◎VA The 2nd Edition,Tokyo Nova: The 2nd Edition,Aspect,1995,
tokyo-nova,replay,猟犬たちの午後―トーキョーNOVA The 2nd Editionリプレイ,Hounds Afternoon: Toky Nova The 2nd Edition Replay,Aspect,1995,
tokyo-nova,supplement,オーサカM○●N,Osaka Moon,Aspect,1996,
tokyo-nova,supplement,カムイSTAR,Kamui Star,ASCII,1997,
tokyo-nova,scenario,BLAKK box ブラックボックス,Blakk Box,Game Field,1997,
torg,slipcase set,トーグ基本ルール,Torg Basic Rules,Shinkigensha,1993,
torg,supplement,アイル―トーグ・ソースブック,Aysle: Torg Sourcebook,Shinkigensha,1993,
torg,supplement,ナイル帝国―トーグ・ソースブック,The Nile Empire: Torg Sourcebook,Shinkigensha,1993,
